repair layer,3,mae,0.66403717,sate_rat,0.9842105263157894,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.60583055,sate_rat,0.9952380952380953,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.5830009,sate_rat,0.9832402234636871,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.6626417,sate_rat,0.9822485207100592,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.5548881,sate_rat,0.976878612716763,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.60537606,sate_rat,0.9735449735449735,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.6409057,sate_rat,0.9941860465116279,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.5935971,sate_rat,0.978021978021978,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.6083222,sate_rat,0.9832402234636871,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.5935771,sate_rat,1.0,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.60808885,sate_rat,0.9763313609467456,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.54749554,sate_rat,0.988950276243094,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.6903876,sate_rat,0.978448275862069,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
repair layer,3,mae,0.6218672,sate_rat,1.0,num_samples,100,repair node list,[],repair layer,3,Num of nodes in repair layer,32,timelimit,600,mipfocus,2,max weight bunds,0.4,cost weights,[10.  1.],w_error_norm,0
