-2.652225052,0.305391076,1.70342938,-1.422954134,-2.029296565,-0.503040333,-1.020219916,-0.658952861,0.944196262,1
1.856962863,1.277629646,0.912701175,1.279322453,1.244245389,0.282745296,-0.336280568,0.773197465,1.428042555,1
2.285036008,2.522702169,0.224792377,1.923258664,1.029204391,-1.235914853,0.054641965,-0.204234173,1.434380412,1
1.466003415,1.38481156,-0.291271098,1.002965221,-0.492143999,-1.494398396,0.150189858,0.989992833,0.790838194,1
-2.474448308,1.038804144,0.08361579,-0.192137493,0.331829722,-0.932116878,-0.929166338,-0.722666262,0.676128616,1
-0.659076425,2.514853167,0.009435073,1.654492716,-0.546001547,1.653282776,-0.02375541,-0.056881268,1.404168107,1
1.105583764,1.789496446,-0.87445215,0.563178305,-0.597023805,-2.008739642,0.355248793,0.630783943,0.688116772,1
1.241785079,-0.679755605,0.257082644,1.52367445,1.028851253,-3.141523492,0.059760953,0.479644126,-0.643997454,1
-1.491804611,1.011931833,1.156618586,0.726987535,1.611174301,-0.065081178,0.154049063,-0.978441573,1.283270701,1
-1.24953415,-1.052506266,0.240848334,-1.349934491,0.744732423,-1.382763616,-0.060492411,-0.059094956,-0.680792102,1
0.936188697,0.75815879,-0.223424551,-2.37091425,0.658669755,-0.529326877,0.706278301,0.87659865,0.287750615,1
-0.12177893,2.744669537,-0.017679387,-0.133138871,0.389156495,2.443009266,-0.150568352,0.012601108,1.327721112,1
0.669370209,-0.943454171,0.945872692,0.021247284,-0.784604727,-3.104902475,0.57756757,0.454801993,-0.78663786,1
-1.425970143,2.907225427,1.522872171,-1.713765846,-1.209950645,2.21952553,-0.0486247,1.071423232,0.622811322,1
-1.746928604,-0.363147374,1.0931536,0.501077126,0.365036133,-0.889485808,-0.206346372,-1.27206863,-0.299178682,1
1.783542356,0.44728418,-0.777199411,-1.501716262,1.225156401,0.164248858,-0.02409937,0.622921912,-0.000364719,1
1.444185205,-0.256850067,-0.832364034,-2.813119022,-1.326598972,2.018830158,-0.011352162,0.195891053,-0.065230571,1
2.350753682,-0.725733525,-0.898799331,-1.376617535,1.108569499,2.79242928,0.104783445,0.037680242,-0.062146101,1
-2.121525188,0.715960746,-0.364091186,1.671163253,-0.137477513,-2.217432388,-0.534948921,-0.841119532,0.145674124,1
-1.719314653,0.0524023,-1.036031063,-0.837045349,2.20254338,2.905117038,-0.120203566,-0.337553745,0.077433064,1
-2.169103266,-0.703188593,-0.687733668,-2.060953627,-0.5251422,2.038904813,0.072245516,0.015698893,-0.20806949,1
-0.055383161,0.998948122,1.739885031,-0.022553292,2.200489238,0.667360652,0.695083531,-0.040661526,1.423232751,1
-1.659702484,-0.11234077,-0.650478179,0.865306947,0.085372489,-1.068210376,-0.023707792,-0.350059211,-0.276814226,1
2.141979548,0.360451089,0.204525899,-1.014023089,1.002531064,1.587569798,-0.560372685,1.024275218,0.072515329,1
-2.169133742,1.252697175,0.997314964,3.125393969,-1.094714072,2.277481063,-0.497018701,-0.726136036,1.406274351,1
-2.466301601,1.209101155,0.298349102,2.409848947,2.107187337,-0.268993302,-0.711642218,-0.654577588,1.118770965,1
0.309996625,0.666927186,0.50862036,2.799185824,1.939608224,-0.152923259,1.198896441,0.421919918,0.752422663,1
1.474340197,0.513954404,1.094187392,2.83616401,-1.539119314,-2.91696776,0.162034656,1.315895907,0.728610703,1
-1.017502208,0.493275877,1.736243103,-2.996351428,-1.933275458,2.258213778,0.621849686,-0.977186726,1.049400834,1
-1.736871935,0.065946374,-0.005709081,-0.237127495,-1.342952266,-0.210687261,-0.146964118,-1.035990151,-0.191479611,1
-0.871333633,-0.365148464,0.781223113,1.311758392,0.195368278,0.005433009,0.751166861,-0.859295504,-0.43839577,1
-1.568263025,-0.590190311,-1.030163115,2.403071919,-0.141706001,1.697477522,-0.011074891,0.059761119,-0.005418531,1
0.054930418,-1.067371725,1.509543063,-2.339685048,-0.978072494,2.261399028,0.805765627,0.112957991,-0.720979167,1
2.198642575,2.085782818,1.495367834,-1.050617976,1.847216748,-2.49206575,0.327216632,-0.287407795,1.427209479,1
0.697545636,1.024752984,1.80879281,-1.349795378,-0.70123115,0.194244765,0.3951929,0.425658034,1.628620233,1
-2.155909135,1.953320292,-0.027916349,-1.704820909,0.18377835,3.114381115,-0.349191851,-0.489358084,1.32636945,1
-0.590532618,2.120046158,-0.150428645,0.34891472,-1.931324502,1.310500133,0.241051569,-0.205876512,1.340473412,1
