7.060876608,0.56585467,0.873417722,TRUE,1,,,,,,,
9.217519283,0.5941255,0.88185654,TRUE,1,,,,,,,
4.196234465,0.5674292,0.894514768,TRUE,1,,,,,,,
9.428624392,0.57566404,0.877637131,TRUE,1,,,,,,,
6.79846406,0.56850237,0.856540084,TRUE,1,,,,,,,
10.04707813,0.6135188,0.856540084,TRUE,1,,,,,,,
7.872291088,0.685395,0.877637131,TRUE,1,,,,,,,
10.29377556,0.683211,0.864978903,TRUE,1,,,,,,,
6.189024687,0.6388103,0.886075949,TRUE,1,,,,,,,
4.98854804,0.5586316,0.873417722,TRUE,1,,,,,,,
6.210210323,0.60057026,0.852320675,TRUE,1,,,,,,,
8.85966301,0.6248168,0.894514768,TRUE,1,,,,,,,
5.441373587,0.59138125,0.902953586,TRUE,1,,,,,,,
4.085870266,0.56250805,0.873417722,TRUE,1,,,,,,,
7.598829508,0.6402359,0.907172996,TRUE,1,,,,,,,
6.624834776,0.60890275,0.894514768,TRUE,1,,,,,,,
4.667102575,0.57153094,0.869198312,TRUE,1,,,,,,,
13.77722359,0.61868167,0.852320675,TRUE,1,,,,,,,
8.297749519,0.59598273,0.894514768,TRUE,1,,,,,,,
7.523752689,0.62663394,0.890295359,TRUE,1,,,,,,,
8.431074619,0.67533183,0.827004219,TRUE,1,,,,,,,
7.16884923,0.6093342,0.860759494,TRUE,1,,,,,,,
9.82921195,0.58937365,0.890295359,TRUE,1,,,,,,,
6.695306778,0.55853283,0.907172996,TRUE,1,,,,,,,
5.569282055,0.5898858,0.864978903,TRUE,1,,,,,,,
8.797126055,0.5968851,0.831223629,TRUE,1,,,,,,,
13.8950398,0.6205096,0.864978903,TRUE,1,,,,,,,
5.605084419,0.5988907,0.88185654,TRUE,1,,,,,,,
12.71690631,0.6601323,0.852320675,TRUE,1,,,,,,,
3.964599848,0.57341254,0.869198312,TRUE,1,,,,,,,
8.273953676,0.58418125,0.856540084,TRUE,1,,,,,,,
7.514967918,0.55877244,0.886075949,TRUE,1,,,,,,,
5.508201122,0.5731525,0.919831224,TRUE,1,,,,,,,
7.901312113,0.56668204,0.88185654,TRUE,1,,,,,,,
8.760198832,0.5644707,0.898734177,TRUE,1,,,,,,,
7.709082365,0.6148937,0.877637131,TRUE,1,,,,,,,
4.687695265,0.639035,0.856540084,TRUE,1,,,,,,,
9.110028505,0.6170867,0.907172996,TRUE,1,,,,,,,
9.197970152,0.604809,0.894514768,TRUE,1,,,,,,,
6.802458763,0.55344427,0.88185654,TRUE,1,,,102.5614431,0.47113067,0.945147679,TRUE,0.98125
5.694818735,0.5766556,0.915611814,TRUE,1,,,100.4324872,0.48602417,0.987341772,TRUE,0.996022727
7.345217705,0.5751046,0.886075949,TRUE,1,,,100.7936931,0.48059183,0.987341772,TRUE,0.992045455
9.624296904,0.6149408,0.864978903,TRUE,1,,,100.6691029,0.5050292,0.978902954,TRUE,0.993181818
5.276737213,0.5797014,0.864978903,TRUE,1,,,100.007808,0.6009254,0.991561181,TRUE,0.997159091
9.963777304,0.6327368,0.902953586,TRUE,1,,,102.9218755,0.58387977,0.991561181,TRUE,0.995454545
7.043700933,0.5625665,0.894514768,TRUE,1,,,101.9834876,0.4711694,0.995780591,TRUE,0.99375
5.648557425,0.5788248,0.843881857,TRUE,0.983050847,,,101.5934927,0.49326408,0.991561181,TRUE,0.994318182
6.360641718,0.58549607,0.877637131,TRUE,1,,,101.3810649,0.47885495,0.983122363,TRUE,0.993181818
9.331079721,0.6070767,0.886075949,TRUE,1,,,102.0573659,0.50816005,0.970464135,TRUE,0.984090909
5.342905283,0.574331,0.890295359,TRUE,1,,,102.0042219,0.5163168,0.983122363,TRUE,0.9875
,,,,,,,,,,,
,,,,,,,,,,,
runtime,mae,RE,,,,,runtime,mae,RE,,
7.578982577,0.598572744,0.878227848,,,,,101.4914584,0.508667847,0.982355198,,
2.26849497,0.032985701,0.020463222,,,,,0.880320807,0.042084925,0.013561695,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,runtime,mae,RE,,
,,,,,,,7.578982577,0.598572744,0.878227848,,
,,,,,,,2.26849497,0.032985701,0.020463222,,
