40,40,1217.355299
62,62,1197.37435
43,43,1166.376657
37,37,1132.184322
41,56,1130.073798
3,41,1120.734385
56,52,1102.779536
44,3,1101.858714
52,44,1092.502107
20,20,1087.131959
63,63,1085.142116
59,59,1080.246447
36,57,1063.282209
57,66,1050.354459
66,36,1047.140317
46,23,1034.466359
23,65,1032.813098
65,21,1014.742771
21,46,1010.54947
47,64,1010.331511
2,32,1004.8348
42,2,1001.639202
38,17,1000.900608
64,42,1000.851257
32,70,997.9682435
17,38,995.0585568
70,60,993.7549865
60,47,991.4603009
11,49,974.4926077
10,10,964.1900143
53,53,963.813333
49,24,961.6629661
4,11,951.4869457
45,4,946.4368931
54,45,945.7617123
24,54,938.5419345
27,27,926.5810841
13,13,925.294381
55,55,924.9122576
1,16,923.1866204
68,58,923.0942291
16,1,908.0570595
39,68,905.9096906
58,39,903.1643505
34,26,889.6690803
26,67,889.1975161
5,22,874.6972465
67,34,873.5514625
7,18,870.8473277
50,61,870.4438658
18,5,867.2306854
22,7,866.7249963
61,50,863.4300509
6,29,858.0258014
48,69,856.3959983
29,33,840.5005814
69,112,833.8908515
33,14,824.9168813
14,6,824.0259123
25,48,820.7240291
8,25,818.0407788
51,35,805.1162033
12,8,793.8297308
35,106,792.4986627
112,51,787.6576194
19,12,773.6508978
15,19,770.122097
106,75,766.0842358
75,121,761.7883411
28,113,755.4399571
72,109,743.6220935
78,15,739.4255578
30,30,730.8611791
113,72,720.9794896
31,28,720.8034384
79,78,718.7857143
109,97,715.0430251
110,125,712.6167473
115,115,705.3989519
9,31,699.9324326
121,110,698.6079282
107,79,695.3207614
97,107,684.9370971
125,116,676.149048
91,91,665.9664947
116,122,658.2372108
98,9,652.9424836
122,76,641.6125814
94,87,641.1894544
95,114,632.8285552
76,101,631.8439428
82,98,630.6528643
114,120,625.0482181
101,92,623.9686536
100,94,616.1955131
87,82,607.4907127
92,124,607.2222661
103,126,596.7080205
120,123,594.7000252
124,95,587.1418084
89,105,583.3638251
71,100,581.5317169
105,103,581.3768448
99,99,572.8554071
108,71,567.447232
123,108,565.6577051
126,89,562.299913
118,118,554.9918796
77,77,528.1756982
73,81,520.7657627
74,117,520.3166049
81,73,509.7615653
80,111,507.3914301
117,84,492.6416433
111,119,491.6621002
88,88,478.8974246
84,74,478.688588
119,80,471.5250349
85,90,444.2810901
90,93,441.6919826
96,85,423.8602035
93,104,404.0670666
86,102,402.8975791
104,96,382.566437
102,86,378.9793193
83,83,357.7055295
